,Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
17914,1984,Los Angeles,Volleyball,Volleyball,"CARVALHO DA SILVA, William Carvalho",BRA,Men,Volleyball,Silver
17915,1984,Los Angeles,Volleyball,Volleyball,"DAL ZOTTO, Renan",BRA,Men,Volleyball,Silver
17916,1984,Los Angeles,Volleyball,Volleyball,"DE AVILA, Fernando",BRA,Men,Volleyball,Silver
17917,1984,Los Angeles,Volleyball,Volleyball,"FREIRE, Marcus",BRA,Men,Volleyball,Silver
17918,1984,Los Angeles,Volleyball,Volleyball,"LAMPARIELLO NETO, Domingo",BRA,Men,Volleyball,Silver
17919,1984,Los Angeles,Volleyball,Volleyball,"MONTANARO, Jose",BRA,Men,Volleyball,Silver
17920,1984,Los Angeles,Volleyball,Volleyball,"OLIVEIRA NEGO, Mario Xando",BRA,Men,Volleyball,Silver
17921,1984,Los Angeles,Volleyball,Volleyball,"RAJZMAN, Bernard",BRA,Men,Volleyball,Silver
17922,1984,Los Angeles,Volleyball,Volleyball,"RIBEIRO, Amauri",BRA,Men,Volleyball,Silver
17923,1984,Los Angeles,Volleyball,Volleyball,"RIBEIRO, Antonio",BRA,Men,Volleyball,Silver
17924,1984,Los Angeles,Volleyball,Volleyball,"ROCHA REZENDE, Bernardo Rocha",BRA,Men,Volleyball,Silver
17961,1984,Los Angeles,Weightlifting,Weightlifting,"MANABE, Kazushito",JPN,Men,"- 52KG, Total (Flyweight)",Bronze
17962,1984,Los Angeles,Weightlifting,Weightlifting,"ZENG, Guo-Qiang",CHN,Men,"- 52KG, Total (Flyweight)",Gold
17963,1984,Los Angeles,Weightlifting,Weightlifting,"ZHOU, Pei-Shun",CHN,Men,"- 52KG, Total (Flyweight)",Silver
17964,1984,Los Angeles,Weightlifting,Weightlifting,"KOTAKA, Masahiro",JPN,Men,"- 56KG, Total (Bantamweight)",Bronze
17965,1984,Los Angeles,Weightlifting,Weightlifting,"WU, Shu-De",CHN,Men,"- 56KG, Total (Bantamweight)",Gold
17966,1984,Los Angeles,Weightlifting,Weightlifting,"LAI, Run-Ming",CHN,Men,"- 56KG, Total (Bantamweight)",Silver
17967,1984,Los Angeles,Weightlifting,Weightlifting,"NERLINGER, Manfred",FRG,Men,"+ 110KG, Total (Super Heavyweight)",Bronze
17968,1984,Los Angeles,Weightlifting,Weightlifting,"LUKIN, Dinko",AUS,Men,"+ 110KG, Total (Super Heavyweight)",Gold
17969,1984,Los Angeles,Weightlifting,Weightlifting,"MARTINEZ, Mario",USA,Men,"+ 110KG, Total (Super Heavyweight)",Silver
17970,1984,Los Angeles,Weightlifting,Weightlifting,"CARLTON, Guy Albert",USA,Men,"100 - 110KG, Total (Heavyweight)",Bronze
17971,1984,Los Angeles,Weightlifting,Weightlifting,"OBERBURGER, Norberto",ITA,Men,"100 - 110KG, Total (Heavyweight)",Gold
17972,1984,Los Angeles,Weightlifting,Weightlifting,"TASNADI, Stefan",ROU,Men,"100 - 110KG, Total (Heavyweight)",Silver
17973,1984,Los Angeles,Weightlifting,Weightlifting,"TSAI, Wen-Yee",TPE,Men,"56 - 60KG, Total (Featherweight)",Bronze
17974,1984,Los Angeles,Weightlifting,Weightlifting,"CHEN, Wei-Qiang",CHN,Men,"56 - 60KG, Total (Featherweight)",Gold
17975,1984,Los Angeles,Weightlifting,Weightlifting,"RADU, Gelu",ROU,Men,"56 - 60KG, Total (Featherweight)",Silver
17976,1984,Los Angeles,Weightlifting,Weightlifting,"GRONMAN, Jouni Johannes",FIN,Men,"60 - 67.5KG, Total (Lightweight)",Bronze
17977,1984,Los Angeles,Weightlifting,Weightlifting,"YAO, Jing-Yuan",CHN,Men,"60 - 67.5KG, Total (Lightweight)",Gold
17978,1984,Los Angeles,Weightlifting,Weightlifting,"SOCACI, Andrei",ROU,Men,"60 - 67.5KG, Total (Lightweight)",Silver
17979,1984,Los Angeles,Weightlifting,Weightlifting,"CIOROSLAN, Dragomir",ROU,Men,"67.5 - 75KG, Total (Middleweight)",Bronze
17980,1984,Los Angeles,Weightlifting,Weightlifting,"RADSCHINSKY, Karl-Heinz",FRG,Men,"67.5 - 75KG, Total (Middleweight)",Gold
17981,1984,Los Angeles,Weightlifting,Weightlifting,"DEMERS, Jacques",CAN,Men,"67.5 - 75KG, Total (Middleweight)",Silver
17982,1984,Los Angeles,Weightlifting,Weightlifting,"ISAOKA, Ryoji",JPN,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Bronze
17983,1984,Los Angeles,Weightlifting,Weightlifting,"BECHERU, Petre",ROU,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Gold
17984,1984,Los Angeles,Weightlifting,Weightlifting,"KABBAS, Robert",AUS,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Silver
17985,1984,Los Angeles,Weightlifting,Weightlifting,"MERCER, David",GBR,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Bronze
17986,1984,Los Angeles,Weightlifting,Weightlifting,"VLAD, Nicu",ROU,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Gold
17987,1984,Los Angeles,Weightlifting,Weightlifting,"PETRE, Dumitru",ROU,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Silver
17988,1984,Los Angeles,Weightlifting,Weightlifting,"NIEMI, Pekka",FIN,Men,"90 - 100KG, Total (First-Heavyweight)",Bronze
17989,1984,Los Angeles,Weightlifting,Weightlifting,"MILSER, Rolf",FRG,Men,"90 - 100KG, Total (First-Heavyweight)",Gold
17990,1984,Los Angeles,Weightlifting,Weightlifting,"GROAPA, Vasile",ROU,Men,"90 - 100KG, Total (First-Heavyweight)",Silver
17991,1984,Los Angeles,Wrestling,Wrestling Free.,"SON, Gab-Do",KOR,Men,- 48KG (Light-Flyweight),Bronze
17992,1984,Los Angeles,Wrestling,Wrestling Free.,"WEAVER, Robert Brooks",USA,Men,- 48KG (Light-Flyweight),Gold
17993,1984,Los Angeles,Wrestling,Wrestling Free.,"IRIE, Takashi",JPN,Men,- 48KG (Light-Flyweight),Silver
17994,1984,Los Angeles,Wrestling,Wrestling Free.,"TASKIN, Ayhan",TUR,Men,+ 100KG (Super Heavyweight),Bronze
17995,1984,Los Angeles,Wrestling,Wrestling Free.,"BAUMGARTNER, Bruce Robert",USA,Men,+ 100KG (Super Heavyweight),Gold
17996,1984,Los Angeles,Wrestling,Wrestling Free.,"MOLLE, Robert",CAN,Men,+ 100KG (Super Heavyweight),Silver
17997,1984,Los Angeles,Wrestling,Wrestling Free.,"TAKADA, Yuji",JPN,Men,48 - 52KG (Flyweight),Bronze
17998,1984,Los Angeles,Wrestling,Wrestling Free.,"TRSTENA, Saban",YUG,Men,48 - 52KG (Flyweight),Gold
17999,1984,Los Angeles,Wrestling,Wrestling Free.,"KIM, Jong-Kyu",KOR,Men,48 - 52KG (Flyweight),Silver
18000,1984,Los Angeles,Wrestling,Wrestling Free.,"KIM, Eui-Kon",KOR,Men,52 - 57KG (Bantamweight),Bronze
18001,1984,Los Angeles,Wrestling,Wrestling Free.,"TOMIYAMA, Hideaki",JPN,Men,52 - 57KG (Bantamweight),Gold
18002,1984,Los Angeles,Wrestling,Wrestling Free.,"DAVIS, Barry Alan",USA,Men,52 - 57KG (Bantamweight),Silver
18003,1984,Los Angeles,Wrestling,Wrestling Free.,"LEE, Jung-Keun",KOR,Men,57 - 62KG (Featherweight),Bronze
18004,1984,Los Angeles,Wrestling,Wrestling Free.,"LEWIS, Randall Scott",USA,Men,57 - 62KG (Featherweight),Gold
18005,1984,Los Angeles,Wrestling,Wrestling Free.,"AKAISHI, Kosei",JPN,Men,57 - 62KG (Featherweight),Silver
18006,1984,Los Angeles,Wrestling,Wrestling Free.,"RAUHALA, Jukka",FIN,Men,62 - 68KG (Lightweight),Bronze
18007,1984,Los Angeles,Wrestling,Wrestling Free.,"YOU, In-Tak",KOR,Men,62 - 68KG (Lightweight),Gold
18008,1984,Los Angeles,Wrestling,Wrestling Free.,"REIN, Andrew Roland",USA,Men,62 - 68KG (Lightweight),Silver
18009,1984,Los Angeles,Wrestling,Wrestling Free.,"SEJDI, Saban",YUG,Men,68 - 74KG (Welterweight),Bronze
18010,1984,Los Angeles,Wrestling,Wrestling Free.,"SCHULTZ, David Leslie",USA,Men,68 - 74KG (Welterweight),Gold
18011,1984,Los Angeles,Wrestling,Wrestling Free.,"KNOSP, Martin",FRG,Men,68 - 74KG (Welterweight),Silver
18012,1984,Los Angeles,Wrestling,Wrestling Free.,"RINKE, Christopher",CAN,Men,74 - 82KG (Middleweight),Bronze
18013,1984,Los Angeles,Wrestling,Wrestling Free.,"SCHULTZ, Mark Philip",USA,Men,74 - 82KG (Middleweight),Gold
18014,1984,Los Angeles,Wrestling,Wrestling Free.,"NAGASHIMA, Hideyuki",JPN,Men,74 - 82KG (Middleweight),Silver
18015,1984,Los Angeles,Wrestling,Wrestling Free.,"LOBAN, Noel",GBR,Men,82 - 90KG (Light-Heavyweight),Bronze
18016,1984,Los Angeles,Wrestling,Wrestling Free.,"BANACH, Edward Joseph",USA,Men,82 - 90KG (Light-Heavyweight),Gold
18017,1984,Los Angeles,Wrestling,Wrestling Free.,"OTA, Akira",JPN,Men,82 - 90KG (Light-Heavyweight),Silver
18018,1984,Los Angeles,Wrestling,Wrestling Free.,"PUSCASU, Vasile",ROU,Men,90 - 100KG (Heavyweight),Bronze
18019,1984,Los Angeles,Wrestling,Wrestling Free.,"BANACH, Louis David",USA,Men,90 - 100KG (Heavyweight),Gold
18020,1984,Los Angeles,Wrestling,Wrestling Free.,"ATIYEH, Josep",SYR,Men,90 - 100KG (Heavyweight),Silver
18021,1984,Los Angeles,Wrestling,Wrestling Gre-R,"SAITO, Ikuzo",JPN,Men,- 48KG (Light-Flyweight),Bronze
18022,1984,Los Angeles,Wrestling,Wrestling Gre-R,"MAENZA, Vincenzo",ITA,Men,- 48KG (Light-Flyweight),Gold
18023,1984,Los Angeles,Wrestling,Wrestling Gre-R,"SCHERER, Markus",FRG,Men,- 48KG (Light-Flyweight),Silver
18024,1984,Los Angeles,Wrestling,Wrestling Gre-R,"DOLIPSCHI, Victor",ROU,Men,+ 100KG (Super Heavyweight),Bronze
18025,1984,Los Angeles,Wrestling,Wrestling Gre-R,"BLATNICK, Jeffrey Carl",USA,Men,+ 100KG (Super Heavyweight),Gold
18026,1984,Los Angeles,Wrestling,Wrestling Gre-R,"MEMISEVIC, Refik",YUG,Men,+ 100KG (Super Heavyweight),Silver
18027,1984,Los Angeles,Wrestling,Wrestling Gre-R,"BANG, Dae-Du",KOR,Men,48 - 52KG (Flyweight),Bronze
18028,1984,Los Angeles,Wrestling,Wrestling Gre-R,"MIYAHARA, Atsuji",JPN,Men,48 - 52KG (Flyweight),Gold
18029,1984,Los Angeles,Wrestling,Wrestling Gre-R,"ACEVES, Daniel",MEX,Men,48 - 52KG (Flyweight),Silver
18030,1984,Los Angeles,Wrestling,Wrestling Gre-R,"HOLIDIS, Charalambos",GRE,Men,52 - 57KG (Bantamweight),Bronze
18031,1984,Los Angeles,Wrestling,Wrestling Gre-R,"PASSARELLI, Pasquale",FRG,Men,52 - 57KG (Bantamweight),Gold
18032,1984,Los Angeles,Wrestling,Wrestling Gre-R,"ETO, Masaki",JPN,Men,52 - 57KG (Bantamweight),Silver
18033,1984,Los Angeles,Wrestling,Wrestling Gre-R,"DIETSCHE, Hugo",SUI,Men,57 - 62KG (Featherweight),Bronze
18034,1984,Los Angeles,Wrestling,Wrestling Gre-R,"KIM, Weon-Kee",KOR,Men,57 - 62KG (Featherweight),Gold
18035,1984,Los Angeles,Wrestling,Wrestling Gre-R,"JOHANSSON, Kent-Olle",SWE,Men,57 - 62KG (Featherweight),Silver
18036,1984,Los Angeles,Wrestling,Wrestling Gre-R,"MARTINEZ, James Michael",USA,Men,62 - 68KG (Lightweight),Bronze
18037,1984,Los Angeles,Wrestling,Wrestling Gre-R,"LISJAK, Vlado",YUG,Men,62 - 68KG (Lightweight),Gold
18038,1984,Los Angeles,Wrestling,Wrestling Gre-R,"SIPILA, Tapio",FIN,Men,62 - 68KG (Lightweight),Silver
18039,1984,Los Angeles,Wrestling,Wrestling Gre-R,"RUSU, Stefan",ROU,Men,68 - 74KG (Welterweight),Bronze
18040,1984,Los Angeles,Wrestling,Wrestling Gre-R,"SALOMAKI, Jouko",FIN,Men,68 - 74KG (Welterweight),Gold
18041,1984,Los Angeles,Wrestling,Wrestling Gre-R,"TALLROTH, Roger",SWE,Men,68 - 74KG (Welterweight),Silver
18042,1984,Los Angeles,Wrestling,Wrestling Gre-R,"CLAESON, Soren",SWE,Men,74 - 82KG (Middleweight),Bronze
18043,1984,Los Angeles,Wrestling,Wrestling Gre-R,"DRAICA, Ion",ROU,Men,74 - 82KG (Middleweight),Gold
18044,1984,Los Angeles,Wrestling,Wrestling Gre-R,"THANOPOULOS, Demetrios",GRE,Men,74 - 82KG (Middleweight),Silver
18045,1984,Los Angeles,Wrestling,Wrestling Gre-R,"ANDERSSON, Frank",SWE,Men,82 - 90KG (Light-Heavyweight),Bronze
18046,1984,Los Angeles,Wrestling,Wrestling Gre-R,"FRASER, Steven Howard",USA,Men,82 - 90KG (Light-Heavyweight),Gold
18047,1984,Los Angeles,Wrestling,Wrestling Gre-R,"MATEI, Ilie",ROU,Men,82 - 90KG (Light-Heavyweight),Silver
18048,1984,Los Angeles,Wrestling,Wrestling Gre-R,"TERTELIJE, Jozef",YUG,Men,90 - 100KG (Heavyweight),Bronze
18049,1984,Los Angeles,Wrestling,Wrestling Gre-R,"ANDREI, Vasile",ROU,Men,90 - 100KG (Heavyweight),Gold
18050,1984,Los Angeles,Wrestling,Wrestling Gre-R,"GIBSON, Gregory P.",USA,Men,90 - 100KG (Heavyweight),Silver
18051,1988,Seoul,Aquatics,Diving,"MENA CAMPOS, Jesus",MEX,Men,10M Platform,Bronze
18052,1988,Seoul,Aquatics,Diving,"LOUGANIS, Gregory",USA,Men,10M Platform,Gold
18053,1988,Seoul,Aquatics,Diving,"XIONG, Ni",CHN,Men,10M Platform,Silver
18057,1988,Seoul,Aquatics,Diving,"LI, De-Liang",CHN,Men,3M Springboard,Bronze
18058,1988,Seoul,Aquatics,Diving,"LOUGANIS, Gregory",USA,Men,3M Springboard,Gold
18059,1988,Seoul,Aquatics,Diving,"TAN, Liang-De",CHN,Men,3M Springboard,Silver
18063,1988,Seoul,Aquatics,Swimming,"POLYANSKI, Igor",URS,Men,100M Backstroke,Bronze
18064,1988,Seoul,Aquatics,Swimming,"SUZUKI, Daichi",JPN,Men,100M Backstroke,Gold
18065,1988,Seoul,Aquatics,Swimming,"BERKOFF, David Charles",USA,Men,100M Backstroke,Silver
18069,1988,Seoul,Aquatics,Swimming,"VOLKOV, Dmitri",URS,Men,100M Breaststroke,Bronze
18070,1988,Seoul,Aquatics,Swimming,"MOORHOUSE, Adrian David",GBR,Men,100M Breaststroke,Gold
18071,1988,Seoul,Aquatics,Swimming,"GUTTLER, Karoly",HUN,Men,100M Breaststroke,Silver
18075,1988,Seoul,Aquatics,Swimming,"JAMESON, Andrew Dasvid",GBR,Men,100M Butterfly,Bronze
18076,1988,Seoul,Aquatics,Swimming,"NESTY, Anthony Conrad",SUR,Men,100M Butterfly,Gold
18077,1988,Seoul,Aquatics,Swimming,"BIONDI, Matthew",USA,Men,100M Butterfly,Silver
18081,1988,Seoul,Aquatics,Swimming,"CARON, Stephan",FRA,Men,100M Freestyle,Bronze
18082,1988,Seoul,Aquatics,Swimming,"BIONDI, Matthew",USA,Men,100M Freestyle,Gold
18083,1988,Seoul,Aquatics,Swimming,"JACOBS, Christopher Charles",USA,Men,100M Freestyle,Silver
18087,1988,Seoul,Aquatics,Swimming,"DASSLER, Uwe",GDR,Men,1500M Freestyle,Bronze
18088,1988,Seoul,Aquatics,Swimming,"SALNIKOV, Vladimir",URS,Men,1500M Freestyle,Gold
18089,1988,Seoul,Aquatics,Swimming,"PFEIFFER, Stefan",FRG,Men,1500M Freestyle,Silver
18090,1988,Seoul,Aquatics,Swimming,"KINGSMAN, Paul",NZL,Men,200M Backstroke,Bronze
18091,1988,Seoul,Aquatics,Swimming,"POLYANSKI, Igor",URS,Men,200M Backstroke,Gold
18092,1988,Seoul,Aquatics,Swimming,"BALTRUSCH, Frank",GDR,Men,200M Backstroke,Silver
18096,1988,Seoul,Aquatics,Swimming,"LOPEZ MIRO, Sergio",ESP,Men,200M Breaststroke,Bronze
18097,1988,Seoul,Aquatics,Swimming,"SZABO, Jozsef",HUN,Men,200M Breaststroke,Gold
18098,1988,Seoul,Aquatics,Swimming,"GILLINGHAM, Nick",GBR,Men,200M Breaststroke,Silver
18102,1988,Seoul,Aquatics,Swimming,"MOSSE, Anthony",NZL,Men,200M Butterfly,Bronze
18103,1988,Seoul,Aquatics,Swimming,"GROSS, Michael",FRG,Men,200M Butterfly,Gold
18104,1988,Seoul,Aquatics,Swimming,"NIELSEN, Benny Leo",DEN,Men,200M Butterfly,Silver
18108,1988,Seoul,Aquatics,Swimming,"BIONDI, Matthew",USA,Men,200M Freestyle,Bronze
18109,1988,Seoul,Aquatics,Swimming,"ARMSTRONG, Duncan John",AUS,Men,200M Freestyle,Gold
18110,1988,Seoul,Aquatics,Swimming,"HOLMERTZ, Anders",SWE,Men,200M Freestyle,Silver
18114,1988,Seoul,Aquatics,Swimming,"YAROSHCHUK, Vadim",URS,Men,200M Individual Medley,Bronze
18115,1988,Seoul,Aquatics,Swimming,"DARNYI, Tamas",HUN,Men,200M Individual Medley,Gold
18116,1988,Seoul,Aquatics,Swimming,"KUHL, Patrick",GDR,Men,200M Individual Medley,Silver
18120,1988,Seoul,Aquatics,Swimming,"WOJDAT, Artur",POL,Men,400M Freestyle,Bronze
18121,1988,Seoul,Aquatics,Swimming,"DASSLER, Uwe",GDR,Men,400M Freestyle,Gold
18122,1988,Seoul,Aquatics,Swimming,"ARMSTRONG, Duncan John",AUS,Men,400M Freestyle,Silver
18126,1988,Seoul,Aquatics,Swimming,"BATTISTELLI, Stefano",ITA,Men,400M Individual Medley,Bronze
18127,1988,Seoul,Aquatics,Swimming,"DARNYI, Tamas",HUN,Men,400M Individual Medley,Gold
18128,1988,Seoul,Aquatics,Swimming,"WHARTON, David Lee",USA,Men,400M Individual Medley,Silver
18132,1988,Seoul,Aquatics,Swimming,"FLEMMING, Thomas",GDR,Men,4X100M Freestyle Relay,Bronze
18133,1988,Seoul,Aquatics,Swimming,"HINNEBURG, Lars",GDR,Men,4X100M Freestyle Relay,Bronze
18134,1988,Seoul,Aquatics,Swimming,"RICHTER, Dirk",GDR,Men,4X100M Freestyle Relay,Bronze
18135,1988,Seoul,Aquatics,Swimming,"ZESNER, Steffen",GDR,Men,4X100M Freestyle Relay,Bronze
18136,1988,Seoul,Aquatics,Swimming,"BIONDI, Matthew",USA,Men,4X100M Freestyle Relay,Gold
18137,1988,Seoul,Aquatics,Swimming,"DALBEY, Troy",USA,Men,4X100M Freestyle Relay,Gold
18138,1988,Seoul,Aquatics,Swimming,"JACOBS, Christopher Charles",USA,Men,4X100M Freestyle Relay,Gold
18139,1988,Seoul,Aquatics,Swimming,"JAGER, Thomas Michael",USA,Men,4X100M Freestyle Relay,Gold
18140,1988,Seoul,Aquatics,Swimming,"BASHKATOV, Juri",URS,Men,4X100M Freestyle Relay,Silver
18141,1988,Seoul,Aquatics,Swimming,"EVSEEV, Nikolai",URS,Men,4X100M Freestyle Relay,Silver
18142,1988,Seoul,Aquatics,Swimming,"PRIGODA, Guennadi",URS,Men,4X100M Freestyle Relay,Silver
18143,1988,Seoul,Aquatics,Swimming,"TKASHENKO, Vladimir",URS,Men,4X100M Freestyle Relay,Silver
18156,1988,Seoul,Aquatics,Swimming,"POLYANSKI, Igor",URS,Men,4X100M Medley Relay,Bronze
18157,1988,Seoul,Aquatics,Swimming,"PRIGODA, Guennadi",URS,Men,4X100M Medley Relay,Bronze
18158,1988,Seoul,Aquatics,Swimming,"VOLKOV, Dmitri",URS,Men,4X100M Medley Relay,Bronze
18159,1988,Seoul,Aquatics,Swimming,"YAROSHCHUK, Vadim",URS,Men,4X100M Medley Relay,Bronze
18160,1988,Seoul,Aquatics,Swimming,"BERKOFF, David Charles",USA,Men,4X100M Medley Relay,Gold
18161,1988,Seoul,Aquatics,Swimming,"BIONDI, Matthew",USA,Men,4X100M Medley Relay,Gold
18162,1988,Seoul,Aquatics,Swimming,"JACOBS, Christopher Charles",USA,Men,4X100M Medley Relay,Gold
18163,1988,Seoul,Aquatics,Swimming,"SCHROEDER, Richard Alan",USA,Men,4X100M Medley Relay,Gold
18164,1988,Seoul,Aquatics,Swimming,"DAVIS, Victor",CAN,Men,4X100M Medley Relay,Silver
18165,1988,Seoul,Aquatics,Swimming,"GOSS, Donald Alexander",CAN,Men,4X100M Medley Relay,Silver
18166,1988,Seoul,Aquatics,Swimming,"PONTING, Thomas",CAN,Men,4X100M Medley Relay,Silver
18167,1988,Seoul,Aquatics,Swimming,"TEWKSBURY, Mark",CAN,Men,4X100M Medley Relay,Silver
18183,1988,Seoul,Aquatics,Swimming,"FAHRNER, Thomas",FRG,Men,4X200M Freestyle Relay,Bronze
18184,1988,Seoul,Aquatics,Swimming,"GROSS, Michael",FRG,Men,4X200M Freestyle Relay,Bronze
18185,1988,Seoul,Aquatics,Swimming,"HENKEL, Rainer",FRG,Men,4X200M Freestyle Relay,Bronze
18186,1988,Seoul,Aquatics,Swimming,"HOCHSTEIN, Erik",FRG,Men,4X200M Freestyle Relay,Bronze
18187,1988,Seoul,Aquatics,Swimming,"BIONDI, Matthew",USA,Men,4X200M Freestyle Relay,Gold
18188,1988,Seoul,Aquatics,Swimming,"CETLINSKI, Matthew J.",USA,Men,4X200M Freestyle Relay,Gold
18189,1988,Seoul,Aquatics,Swimming,"DALBEY, Troy",USA,Men,4X200M Freestyle Relay,Gold
18190,1988,Seoul,Aquatics,Swimming,"GJERTSEN, Douglas S.",USA,Men,4X200M Freestyle Relay,Gold
18191,1988,Seoul,Aquatics,Swimming,"DASSLER, Uwe",GDR,Men,4X200M Freestyle Relay,Silver
18192,1988,Seoul,Aquatics,Swimming,"FLEMMING, Thomas",GDR,Men,4X200M Freestyle Relay,Silver
18193,1988,Seoul,Aquatics,Swimming,"LODZIEWSKI, Sven",GDR,Men,4X200M Freestyle Relay,Silver
18194,1988,Seoul,Aquatics,Swimming,"ZESNER, Steffen",GDR,Men,4X200M Freestyle Relay,Silver
18195,1988,Seoul,Aquatics,Swimming,"PRIGODA, Guennadi",URS,Men,50M Freestyle,Bronze
18196,1988,Seoul,Aquatics,Swimming,"BIONDI, Matthew",USA,Men,50M Freestyle,Gold
18197,1988,Seoul,Aquatics,Swimming,"JAGER, Thomas Michael",USA,Men,50M Freestyle,Silver
18214,1988,Seoul,Aquatics,Water polo,"APANASSENKO, Dmitri",URS,Men,Water Polo,Bronze
18215,1988,Seoul,Aquatics,Water polo,"BERENDYUGA, Viktor",URS,Men,Water Polo,Bronze
18216,1988,Seoul,Aquatics,Water polo,"GIORGADZE, Mikhail",URS,Men,Water Polo,Bronze
18217,1988,Seoul,Aquatics,Water polo,"GRISHIN, Evgeni",URS,Men,Water Polo,Bronze
18218,1988,Seoul,Aquatics,Water polo,"IVANOV, Mikhail",URS,Men,Water Polo,Bronze
18219,1988,Seoul,Aquatics,Water polo,"KOLOTOV, Aleksandr",URS,Men,Water Polo,Bronze
18220,1988,Seoul,Aquatics,Water polo,"KOTENKO, Sergei",URS,Men,Water Polo,Bronze
18221,1988,Seoul,Aquatics,Water polo,"MARKOCH, Sergei",URS,Men,Water Polo,Bronze
18222,1988,Seoul,Aquatics,Water polo,"MENDYGALIEV, Nurlan",URS,Men,Water Polo,Bronze
18223,1988,Seoul,Aquatics,Water polo,"MSCHVENIERADZE, Georgi",URS,Men,Water Polo,Bronze
18224,1988,Seoul,Aquatics,Water polo,"NAUMOV, Sergey",URS,Men,Water Polo,Bronze
18225,1988,Seoul,Aquatics,Water polo,"SHARONOV, Evgeni",URS,Men,Water Polo,Bronze
18226,1988,Seoul,Aquatics,Water polo,"SMIRNOV, Nikolai",URS,Men,Water Polo,Bronze
18227,1988,Seoul,Aquatics,Water polo,"ANDRIC, Dragan",YUG,Men,Water Polo,Gold
18228,1988,Seoul,Aquatics,Water polo,"BEZMALINOVIC, Mislav",YUG,Men,Water Polo,Gold
18229,1988,Seoul,Aquatics,Water polo,"BUKIC, Perica",YUG,Men,Water Polo,Gold
18230,1988,Seoul,Aquatics,Water polo,"DJUHO, Veselin",YUG,Men,Water Polo,Gold
18231,1988,Seoul,Aquatics,Water polo,"GOCANIN, Igor",YUG,Men,Water Polo,Gold
18232,1988,Seoul,Aquatics,Water polo,"LUSIC, Deni",YUG,Men,Water Polo,Gold
18233,1988,Seoul,Aquatics,Water polo,"MILANOVIC, Igor",YUG,Men,Water Polo,Gold
18234,1988,Seoul,Aquatics,Water polo,"PASKVALIN, Tomislav",YUG,Men,Water Polo,Gold
18235,1988,Seoul,Aquatics,Water polo,"POSINKOVIC, Renco",YUG,Men,Water Polo,Gold
18236,1988,Seoul,Aquatics,Water polo,"RADJENOVIC, Goran",YUG,Men,Water Polo,Gold
18237,1988,Seoul,Aquatics,Water polo,"SIMENC, Dubravko",YUG,Men,Water Polo,Gold
18238,1988,Seoul,Aquatics,Water polo,"SOSTAR, Aleksandar",YUG,Men,Water Polo,Gold
18239,1988,Seoul,Aquatics,Water polo,"VICEVIC, Mirko",YUG,Men,Water Polo,Gold
18240,1988,Seoul,Aquatics,Water polo,"BERGESON, James Hubter",USA,Men,Water Polo,Silver
18241,1988,Seoul,Aquatics,Water polo,"BOYER, Gregory Vartl",USA,Men,Water Polo,Silver
18242,1988,Seoul,Aquatics,Water polo,"CAMPBELL, George Peter",USA,Men,Water Polo,Silver
18243,1988,Seoul,Aquatics,Water polo,"CAMPBELL, Jeff",USA,Men,Water Polo,Silver
18244,1988,Seoul,Aquatics,Water polo,"CAMPBELL, Jodocus David",USA,Men,Water Polo,Silver
18245,1988,Seoul,Aquatics,Water polo,"DUPLANTY, Christopher",USA,Men,Water Polo,Silver
18246,1988,Seoul,Aquatics,Water polo,"EVANS, Michael Scott",USA,Men,Water Polo,Silver
18247,1988,Seoul,Aquatics,Water polo,"KIMBELL, Douglas Burns",USA,Men,Water Polo,Silver
18248,1988,Seoul,Aquatics,Water polo,"KLASS, Edward Craig",USA,Men,Water Polo,Silver
18249,1988,Seoul,Aquatics,Water polo,"MOUCHAWAR, Alan Edward",USA,Men,Water Polo,Silver
18250,1988,Seoul,Aquatics,Water polo,"ROBERTSON, Kevin George",USA,Men,Water Polo,Silver
18251,1988,Seoul,Aquatics,Water polo,"SCHROEDER, Terence Alan",USA,Men,Water Polo,Silver
18252,1988,Seoul,Aquatics,Water polo,"WILSON, Craig Martin",USA,Men,Water Polo,Silver
18253,1988,Seoul,Archery,Archery,"ESHEEV, Vladimir",URS,Men,Individual Fita Round,Bronze
18254,1988,Seoul,Archery,Archery,"BARRS, Jay",USA,Men,Individual Fita Round,Gold
18255,1988,Seoul,Archery,Archery,"PARK, Sung-Soo",KOR,Men,Individual Fita Round,Silver
18259,1988,Seoul,Archery,Archery,"HALLARD, Steven",GBR,Men,Teams Fita Round,Bronze
18260,1988,Seoul,Archery,Archery,"PRIESTMAN, Richard John",GBR,Men,Teams Fita Round,Bronze
18261,1988,Seoul,Archery,Archery,"WATSON, Leroy",GBR,Men,Teams Fita Round,Bronze
18262,1988,Seoul,Archery,Archery,"CHUN, In-Soo",KOR,Men,Teams Fita Round,Gold
18263,1988,Seoul,Archery,Archery,"LEE, Han-Sup",KOR,Men,Teams Fita Round,Gold
18264,1988,Seoul,Archery,Archery,"PARK, Sung-Soo",KOR,Men,Teams Fita Round,Gold
