,Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
12846,1972,Munich,Aquatics,Swimming,"KULIKOV, Georgi",URS,Men,4X200M Freestyle Relay,Bronze
12847,1972,Munich,Aquatics,Swimming,"MAZANOV, Viktor",URS,Men,4X200M Freestyle Relay,Bronze
12848,1972,Munich,Aquatics,Swimming,"GENTER, Robert Steven",USA,Men,4X200M Freestyle Relay,Gold
12849,1972,Munich,Aquatics,Swimming,"KINSELLA, John Pitann",USA,Men,4X200M Freestyle Relay,Gold
12850,1972,Munich,Aquatics,Swimming,"SPITZ, Mark",USA,Men,4X200M Freestyle Relay,Gold
12851,1972,Munich,Aquatics,Swimming,"TYLER, Frederick Daniel",USA,Men,4X200M Freestyle Relay,Gold
12852,1972,Munich,Aquatics,Swimming,"FASSNACHT, Hans",FRG,Men,4X200M Freestyle Relay,Silver
12853,1972,Munich,Aquatics,Swimming,"LAMPE, Werner",FRG,Men,4X200M Freestyle Relay,Silver
12854,1972,Munich,Aquatics,Swimming,"STEINBACH, Klaus",FRG,Men,4X200M Freestyle Relay,Silver
12855,1972,Munich,Aquatics,Swimming,"VOSSELER, Hans-Günther",FRG,Men,4X200M Freestyle Relay,Silver
12859,1972,Munich,Aquatics,Water polo,"ASCH, Peter Gregory",USA,Men,Water Polo,Bronze
12860,1972,Munich,Aquatics,Water polo,"BARNETT, Steven William",USA,Men,Water Polo,Bronze
12861,1972,Munich,Aquatics,Water polo,"BRADLEY, Myron Bruce",USA,Men,Water Polo,Bronze
12862,1972,Munich,Aquatics,Water polo,"COLE, Stanley Clark",USA,Men,Water Polo,Bronze
12863,1972,Munich,Aquatics,Water polo,"FERGUSON, James Michael",USA,Men,Water Polo,Bronze
12864,1972,Munich,Aquatics,Water polo,"LINDROTH, Eric Emil",USA,Men,Water Polo,Bronze
12865,1972,Munich,Aquatics,Water polo,"PARKER, John Michael",USA,Men,Water Polo,Bronze
12866,1972,Munich,Aquatics,Water polo,"SHEERER, Gary Peter",USA,Men,Water Polo,Bronze
12867,1972,Munich,Aquatics,Water polo,"SLATTON, James Walter",USA,Men,Water Polo,Bronze
12868,1972,Munich,Aquatics,Water polo,"WEBB, Russell Irving",USA,Men,Water Polo,Bronze
12869,1972,Munich,Aquatics,Water polo,"WEITZENBERG, Charles Barry",USA,Men,Water Polo,Bronze
12870,1972,Munich,Aquatics,Water polo,"AKIMOV, Anatoli",URS,Men,Water Polo,Gold
12871,1972,Munich,Aquatics,Water polo,"BARKALOV, Aleksei",URS,Men,Water Polo,Gold
12872,1972,Munich,Aquatics,Water polo,"DOLGUSHIN, Aleksandr",URS,Men,Water Polo,Gold
12873,1972,Munich,Aquatics,Water polo,"DREVAL, Aleksandr",URS,Men,Water Polo,Gold
12874,1972,Munich,Aquatics,Water polo,"GULYAEV, Vadim",URS,Men,Water Polo,Gold
12875,1972,Munich,Aquatics,Water polo,"KABANOV, Aleksandr",URS,Men,Water Polo,Gold
12876,1972,Munich,Aquatics,Water polo,"MELNIKOV, Nikolai",URS,Men,Water Polo,Gold
12877,1972,Munich,Aquatics,Water polo,"OSIPOV, Leonid",URS,Men,Water Polo,Gold
12878,1972,Munich,Aquatics,Water polo,"SHIDLOVSKY, Aleksandr",URS,Men,Water Polo,Gold
12879,1972,Munich,Aquatics,Water polo,"SHMUDSKY, Vladimir",URS,Men,Water Polo,Gold
12880,1972,Munich,Aquatics,Water polo,"SOBCHENKO, Viacheslav",URS,Men,Water Polo,Gold
12881,1972,Munich,Aquatics,Water polo,"BODNAR, Andras",HUN,Men,Water Polo,Silver
12882,1972,Munich,Aquatics,Water polo,"CSERVENYAK, Tibor",HUN,Men,Water Polo,Silver
12883,1972,Munich,Aquatics,Water polo,"FARAGO, Tamas",HUN,Men,Water Polo,Silver
12884,1972,Munich,Aquatics,Water polo,"GÖRGENYI, Istvan",HUN,Men,Water Polo,Silver
12885,1972,Munich,Aquatics,Water polo,"KASAS, Zoltan",HUN,Men,Water Polo,Silver
12886,1972,Munich,Aquatics,Water polo,"KONRAD, Ferenc",HUN,Men,Water Polo,Silver
12887,1972,Munich,Aquatics,Water polo,"MAGAS, Istvan",HUN,Men,Water Polo,Silver
12888,1972,Munich,Aquatics,Water polo,"MOLNAR, Endre",HUN,Men,Water Polo,Silver
12889,1972,Munich,Aquatics,Water polo,"POCSIK, Denes",HUN,Men,Water Polo,Silver
12890,1972,Munich,Aquatics,Water polo,"SAROSI, Laszlo",HUN,Men,Water Polo,Silver
12891,1972,Munich,Aquatics,Water polo,"SZIVOS, Istvan",HUN,Men,Water Polo,Silver
12892,1972,Munich,Archery,Archery,"LAASONEN, Kyösti Kalevi",FIN,Men,Individual Fita Round,Bronze
12893,1972,Munich,Archery,Archery,"WILLIAMS, John Chester",USA,Men,Individual Fita Round,Gold
12894,1972,Munich,Archery,Archery,"JERVILL, Gunnar",SWE,Men,Individual Fita Round,Silver
12898,1972,Munich,Athletics,Athletics,"YIFTER, Miruts",ETH,Men,10000M,Bronze
12899,1972,Munich,Athletics,Athletics,"VIREN, Lasse",FIN,Men,10000M,Gold
12900,1972,Munich,Athletics,Athletics,"PUTTEMANS, Emiel",BEL,Men,10000M,Silver
12901,1972,Munich,Athletics,Athletics,"MILLER, Lennox",JAM,Men,100M,Bronze
12902,1972,Munich,Athletics,Athletics,"BORZOV, Valery",URS,Men,100M,Gold
12903,1972,Munich,Athletics,Athletics,"TAYLOR, Robert",USA,Men,100M,Silver
12910,1972,Munich,Athletics,Athletics,"HILL, Thomas",USA,Men,110M Hurdles,Bronze
12911,1972,Munich,Athletics,Athletics,"MILBURN, Rodney Jr.",USA,Men,110M Hurdles,Gold
12912,1972,Munich,Athletics,Athletics,"DRUT, Guy",FRA,Men,110M Hurdles,Silver
12913,1972,Munich,Athletics,Athletics,"DIXON, Rodney",NZL,Men,1500M,Bronze
12914,1972,Munich,Athletics,Athletics,"VASALA, Pekka",FIN,Men,1500M,Gold
12915,1972,Munich,Athletics,Athletics,"KEINO, Kipchoge",KEN,Men,1500M,Silver
12919,1972,Munich,Athletics,Athletics,"MENNEA, Pietro",ITA,Men,200M,Bronze
12920,1972,Munich,Athletics,Athletics,"BORZOV, Valery",URS,Men,200M,Gold
12921,1972,Munich,Athletics,Athletics,"BLACK, Lawrence J.",USA,Men,200M,Silver
12925,1972,Munich,Athletics,Athletics,"REIMANN, Hans",GDR,Men,20KM Walk,Bronze
12926,1972,Munich,Athletics,Athletics,"FRENKEL, Peter",GDR,Men,20KM Walk,Gold
12927,1972,Munich,Athletics,Athletics,"GOLUBNICHY, Vladimir",URS,Men,20KM Walk,Silver
12928,1972,Munich,Athletics,Athletics,"KANTANEN, Tapio",FIN,Men,3000M Steeplechase,Bronze
12929,1972,Munich,Athletics,Athletics,"KEINO, Kipchoge",KEN,Men,3000M Steeplechase,Gold
12930,1972,Munich,Athletics,Athletics,"JIPCHO, Benjamin Wabura",KEN,Men,3000M Steeplechase,Silver
12931,1972,Munich,Athletics,Athletics,"SANG, Julius",KEN,Men,400M,Bronze
12932,1972,Munich,Athletics,Athletics,"MATTHEWS, Vincent Edward",USA,Men,400M,Gold
12933,1972,Munich,Athletics,Athletics,"COLLETT, Wayne Curtis",USA,Men,400M,Silver
12937,1972,Munich,Athletics,Athletics,"HEMERY, David Peter",GBR,Men,400M Hurdles,Bronze
12938,1972,Munich,Athletics,Athletics,"AKII-BUA, John",UGA,Men,400M Hurdles,Gold
12939,1972,Munich,Athletics,Athletics,"MANN, Ralph Vernon",USA,Men,400M Hurdles,Silver
12940,1972,Munich,Athletics,Athletics,"EHL, Klaus",FRG,Men,4X100M Relay,Bronze
12941,1972,Munich,Athletics,Athletics,"HIRSCHT, Jobst",FRG,Men,4X100M Relay,Bronze
12942,1972,Munich,Athletics,Athletics,"KLOTZ, Karlheinz",FRG,Men,4X100M Relay,Bronze
12943,1972,Munich,Athletics,Athletics,"WUCHERER, Gerhard",FRG,Men,4X100M Relay,Bronze
12944,1972,Munich,Athletics,Athletics,"BLACK, Lawrence J.",USA,Men,4X100M Relay,Gold
12945,1972,Munich,Athletics,Athletics,"HART, Edward James",USA,Men,4X100M Relay,Gold
12946,1972,Munich,Athletics,Athletics,"TAYLOR, Robert",USA,Men,4X100M Relay,Gold
12947,1972,Munich,Athletics,Athletics,"TINKER, Gerald A.",USA,Men,4X100M Relay,Gold
12948,1972,Munich,Athletics,Athletics,"BORZOV, Valery",URS,Men,4X100M Relay,Silver
12949,1972,Munich,Athletics,Athletics,"KORNELYUK, Aleksandr",URS,Men,4X100M Relay,Silver
12950,1972,Munich,Athletics,Athletics,"LOVETSKY, Vladimir",URS,Men,4X100M Relay,Silver
12951,1972,Munich,Athletics,Athletics,"SILOVS, Yuris",URS,Men,4X100M Relay,Silver
12964,1972,Munich,Athletics,Athletics,"BERTOULD, Gilles",FRA,Men,4X400M Relay,Bronze
12965,1972,Munich,Athletics,Athletics,"CARETTE, Jacques",FRA,Men,4X400M Relay,Bronze
12966,1972,Munich,Athletics,Athletics,"KERBIROU, Francis",FRA,Men,4X400M Relay,Bronze
12967,1972,Munich,Athletics,Athletics,"VELASQUES, Daniel Roger",FRA,Men,4X400M Relay,Bronze
12968,1972,Munich,Athletics,Athletics,"ASATI, Charles",KEN,Men,4X400M Relay,Gold
12969,1972,Munich,Athletics,Athletics,"NYAMAU, Hezekiah Munyoro",KEN,Men,4X400M Relay,Gold
12970,1972,Munich,Athletics,Athletics,"OUKO, Robert",KEN,Men,4X400M Relay,Gold
12971,1972,Munich,Athletics,Athletics,"SANG, Julius",KEN,Men,4X400M Relay,Gold
12972,1972,Munich,Athletics,Athletics,"HEMERY, David Peter",GBR,Men,4X400M Relay,Silver
12973,1972,Munich,Athletics,Athletics,"JENKINS, David Andrew",GBR,Men,4X400M Relay,Silver
12974,1972,Munich,Athletics,Athletics,"PASCOE, Alan Peter",GBR,Men,4X400M Relay,Silver
12975,1972,Munich,Athletics,Athletics,"REYNOLDS, Martin Edward",GBR,Men,4X400M Relay,Silver
12988,1972,Munich,Athletics,Athletics,"STEWART, Ian",GBR,Men,5000M,Bronze
12989,1972,Munich,Athletics,Athletics,"VIREN, Lasse",FIN,Men,5000M,Gold
12990,1972,Munich,Athletics,Athletics,"GAMMOUDI, Mohamed",TUN,Men,5000M,Silver
12991,1972,Munich,Athletics,Athletics,"YOUNG, Lawrence Dean",USA,Men,50KM Walk,Bronze
12992,1972,Munich,Athletics,Athletics,"KANNENBERG, Bernd",FRG,Men,50KM Walk,Gold
12993,1972,Munich,Athletics,Athletics,"SOLDATENKO, Veniamin",URS,Men,50KM Walk,Silver
12994,1972,Munich,Athletics,Athletics,"BOIT, Michael",KEN,Men,800M,Bronze
12995,1972,Munich,Athletics,Athletics,"WOTTLE, David James",USA,Men,800M,Gold
12996,1972,Munich,Athletics,Athletics,"ARZHANOV, Yevgeni",URS,Men,800M,Silver
13000,1972,Munich,Athletics,Athletics,"KATUS, Ryszard",POL,Men,Decathlon,Bronze
13001,1972,Munich,Athletics,Athletics,"AVILOV, Nikolai",URS,Men,Decathlon,Gold
13002,1972,Munich,Athletics,Athletics,"LITVINENKO, Leonid",URS,Men,Decathlon,Silver
13003,1972,Munich,Athletics,Athletics,"BRUCH, Rickard",SWE,Men,Discus Throw,Bronze
13004,1972,Munich,Athletics,Athletics,"DANEK, Ludvik",TCH,Men,Discus Throw,Gold
13005,1972,Munich,Athletics,Athletics,"SILVESTER, L.Jay",USA,Men,Discus Throw,Silver
13009,1972,Munich,Athletics,Athletics,"KHMELEVSKY, Vasili",URS,Men,Hammer Throw,Bronze
13010,1972,Munich,Athletics,Athletics,"BONDARCHUK, Anatoli",URS,Men,Hammer Throw,Gold
13011,1972,Munich,Athletics,Athletics,"SACHSE, Jochen",GDR,Men,Hammer Throw,Silver
13012,1972,Munich,Athletics,Athletics,"STONES, Dwight Edwin",USA,Men,High Jump,Bronze
13013,1972,Munich,Athletics,Athletics,"TARMAK, Yuri",URS,Men,High Jump,Gold
13014,1972,Munich,Athletics,Athletics,"JUNGE, Stefan",GDR,Men,High Jump,Silver
13018,1972,Munich,Athletics,Athletics,"SCHMIDT, William David",USA,Men,Javelin Throw,Bronze
13019,1972,Munich,Athletics,Athletics,"WOLFERMANN, Klaus",FRG,Men,Javelin Throw,Gold
13020,1972,Munich,Athletics,Athletics,"LUSIS, Yanis",URS,Men,Javelin Throw,Silver
13024,1972,Munich,Athletics,Athletics,"ROBINSON, Arnie",USA,Men,Long Jump,Bronze
13025,1972,Munich,Athletics,Athletics,"WILLIAMS, Randel Luvelle",USA,Men,Long Jump,Gold
13026,1972,Munich,Athletics,Athletics,"BAUMGARTNER, Hans",FRG,Men,Long Jump,Silver
13030,1972,Munich,Athletics,Athletics,"WOLDE, Mamo",ETH,Men,Marathon,Bronze
13031,1972,Munich,Athletics,Athletics,"SHORTER, Frank Charles",USA,Men,Marathon,Gold
13032,1972,Munich,Athletics,Athletics,"LISMONT, Karel",BEL,Men,Marathon,Silver
13036,1972,Munich,Athletics,Athletics,"JOHNSON, Jan Eric",USA,Men,Pole Vault,Bronze
13037,1972,Munich,Athletics,Athletics,"NORDWIG, Wolfgang",GDR,Men,Pole Vault,Gold
13038,1972,Munich,Athletics,Athletics,"SEAGREN, Robert Lloyd",USA,Men,Pole Vault,Silver
13039,1972,Munich,Athletics,Athletics,"BRIESENICK, Hartmut",GDR,Men,Shot Put,Bronze
13040,1972,Munich,Athletics,Athletics,"KOMAR, Wladyslaw",POL,Men,Shot Put,Gold
13041,1972,Munich,Athletics,Athletics,"WOODS, George Roger",USA,Men,Shot Put,Silver
13045,1972,Munich,Athletics,Athletics,"PRUDENCIO, Nelson",BRA,Men,Triple Jump,Bronze
13046,1972,Munich,Athletics,Athletics,"SANEEV, Viktor",URS,Men,Triple Jump,Gold
13047,1972,Munich,Athletics,Athletics,"DREHMEL, Jörg",GDR,Men,Triple Jump,Silver
13048,1972,Munich,Basketball,Basketball,"ALVAREZ POZO, Miguel",CUB,Men,Basketball,Bronze
13049,1972,Munich,Basketball,Basketball,"CALDERON GOMEZ, Miguel",CUB,Men,Basketball,Bronze
13050,1972,Munich,Basketball,Basketball,"CANIZARES POEY, Rafael",CUB,Men,Basketball,Bronze
13051,1972,Munich,Basketball,Basketball,"CHAPPE GARCIA, Pedro",CUB,Men,Basketball,Bronze
13052,1972,Munich,Basketball,Basketball,"DOMECQ FORTUONDO, Juan Carlos",CUB,Men,Basketball,Bronze
13053,1972,Munich,Basketball,Basketball,"HERRERA MARTINEZ, Tomas",CUB,Men,Basketball,Bronze
13054,1972,Munich,Basketball,Basketball,"HERRERA TABIO, Ruperto",CUB,Men,Basketball,Bronze
13055,1972,Munich,Basketball,Basketball,"PEREZ ARMENTEROS, Conrado",CUB,Men,Basketball,Bronze
13056,1972,Munich,Basketball,Basketball,"ROCA BRUNET, Juan",CUB,Men,Basketball,Bronze
13057,1972,Munich,Basketball,Basketball,"STANDARD JOHNSON, Franklin",CUB,Men,Basketball,Bronze
13058,1972,Munich,Basketball,Basketball,"URGELLES GUIBOT, Alejandro",CUB,Men,Basketball,Bronze
13059,1972,Munich,Basketball,Basketball,"VARONA VARONA, Oscar",CUB,Men,Basketball,Bronze
13060,1972,Munich,Basketball,Basketball,"BELOV, Aleksandr",URS,Men,Basketball,Gold
13061,1972,Munich,Basketball,Basketball,"BELOV, Sergei",URS,Men,Basketball,Gold
13062,1972,Munich,Basketball,Basketball,"BOLOSHEV, Aleksandr",URS,Men,Basketball,Gold
13063,1972,Munich,Basketball,Basketball,"DVORNY, Ivan",URS,Men,Basketball,Gold
13064,1972,Munich,Basketball,Basketball,"EDESHKO, Ivan",URS,Men,Basketball,Gold
13065,1972,Munich,Basketball,Basketball,"KORKIYA, Mikhail",URS,Men,Basketball,Gold
13066,1972,Munich,Basketball,Basketball,"KOVALENKO, Sergei",URS,Men,Basketball,Gold
13067,1972,Munich,Basketball,Basketball,"PAULAUSKAS, Modestas",URS,Men,Basketball,Gold
13068,1972,Munich,Basketball,Basketball,"POLIVODA, Anatoli",URS,Men,Basketball,Gold
13069,1972,Munich,Basketball,Basketball,"SAKANDELIDZE, Zurab",URS,Men,Basketball,Gold
13070,1972,Munich,Basketball,Basketball,"VOLNOV, Gennadi",URS,Men,Basketball,Gold
13071,1972,Munich,Basketball,Basketball,"ZHARMUKHAMEDOV, Alzhan",URS,Men,Basketball,Gold
13072,1972,Munich,Basketball,Basketball,"BANTOM, Michael Allen",USA,Men,Basketball,Silver
13073,1972,Munich,Basketball,Basketball,"BREWER, James Turner",USA,Men,Basketball,Silver
13074,1972,Munich,Basketball,Basketball,"BURLESON, Thomas Loren",USA,Men,Basketball,Silver
13075,1972,Munich,Basketball,Basketball,"COLLINS, Paul Douglas",USA,Men,Basketball,Silver
13076,1972,Munich,Basketball,Basketball,"DAVIS, Kenneth Bryan",USA,Men,Basketball,Silver
13077,1972,Munich,Basketball,Basketball,"FORBES, James Ricardo",USA,Men,Basketball,Silver
13078,1972,Munich,Basketball,Basketball,"HENDERSON, Thomas Edward",USA,Men,Basketball,Silver
13079,1972,Munich,Basketball,Basketball,"JONES, Dwight Elmo",USA,Men,Basketball,Silver
13080,1972,Munich,Basketball,Basketball,"JONES, Robert Clyde",USA,Men,Basketball,Silver
13081,1972,Munich,Basketball,Basketball,"JOYCE, Kevin Francis",USA,Men,Basketball,Silver
13082,1972,Munich,Basketball,Basketball,"MCMILLEN, Charles Thomas",USA,Men,Basketball,Silver
13083,1972,Munich,Basketball,Basketball,"RATLEFF, William Edward",USA,Men,Basketball,Silver
13084,1972,Munich,Boxing,Boxing,"EVANS, Ralph",GBR,Men,- 48KG (Light-Flyweight),Bronze
13085,1972,Munich,Boxing,Boxing,"RODRIGUEZ CAL, Enrique",ESP,Men,- 48KG (Light-Flyweight),Bronze
13086,1972,Munich,Boxing,Boxing,"GEDO, György",HUN,Men,- 48KG (Light-Flyweight),Gold
13087,1972,Munich,Boxing,Boxing,"KIM, U Gil",PRK,Men,- 48KG (Light-Flyweight),Silver
13088,1972,Munich,Boxing,Boxing,"HUSSING, Peter",FRG,Men,+ 81KG (Heavyweight),Bronze
13089,1972,Munich,Boxing,Boxing,"THOMSEN, Hasse",SWE,Men,+ 81KG (Heavyweight),Bronze
13090,1972,Munich,Boxing,Boxing,"STEVENSON, Teofilo",CUB,Men,+ 81KG (Heavyweight),Gold
13091,1972,Munich,Boxing,Boxing,"ALEXE, Ion",ROU,Men,+ 81KG (Heavyweight),Silver
13092,1972,Munich,Boxing,Boxing,"BLAZYNSKI, Leszek",POL,Men,48 - 51KG (Flyweight),Bronze
13093,1972,Munich,Boxing,Boxing,"RODRIGUEZ GUARDIOLA, Douglas",CUB,Men,48 - 51KG (Flyweight),Bronze
13094,1972,Munich,Boxing,Boxing,"KOSTADINOV, Georghi",BUL,Men,48 - 51KG (Flyweight),Gold
13095,1972,Munich,Boxing,Boxing,"RWABDOGO, Leo",UGA,Men,48 - 51KG (Flyweight),Silver
13096,1972,Munich,Boxing,Boxing,"CARRERAS, Ricardo Luis",USA,Men,51 - 54KG (Bantamweight),Bronze
13097,1972,Munich,Boxing,Boxing,"TURPIN, George",GBR,Men,51 - 54KG (Bantamweight),Bronze
13098,1972,Munich,Boxing,Boxing,"MARTINEZ ROMERO, Orlando",CUB,Men,51 - 54KG (Bantamweight),Gold
13099,1972,Munich,Boxing,Boxing,"ZAMORA, Alfonso",MEX,Men,51 - 54KG (Bantamweight),Silver
13100,1972,Munich,Boxing,Boxing,"BOTOS, Andras",HUN,Men,54 - 57KG (Featherweight),Bronze
13101,1972,Munich,Boxing,Boxing,"ROJAS, Clemente",COL,Men,54 - 57KG (Featherweight),Bronze
13102,1972,Munich,Boxing,Boxing,"KUZNETSOV, Boris",URS,Men,54 - 57KG (Featherweight),Gold
13103,1972,Munich,Boxing,Boxing,"WARUINGE, Philip",KEN,Men,54 - 57KG (Featherweight),Silver
13104,1972,Munich,Boxing,Boxing,"MBUGUA, Samuel",KEN,Men,57 - 60KG (Lightweight),Bronze
13105,1972,Munich,Boxing,Boxing,"PEREZ, Alfonso",COL,Men,57 - 60KG (Lightweight),Bronze
13106,1972,Munich,Boxing,Boxing,"SZCZEPANSKI, Jan",POL,Men,57 - 60KG (Lightweight),Gold
13107,1972,Munich,Boxing,Boxing,"ORBAN, Laszlo",HUN,Men,57 - 60KG (Lightweight),Silver
13108,1972,Munich,Boxing,Boxing,"DABORG, Issaka",NIG,Men,60 - 63.5KG (Light-Welterweight),Bronze
13109,1972,Munich,Boxing,Boxing,"VUJIN, Zvonimir",YUG,Men,60 - 63.5KG (Light-Welterweight),Bronze
13110,1972,Munich,Boxing,Boxing,"SEALES, Ray P.",USA,Men,60 - 63.5KG (Light-Welterweight),Gold
13111,1972,Munich,Boxing,Boxing,"ANGELOV, Angel",BUL,Men,60 - 63.5KG (Light-Welterweight),Silver
13112,1972,Munich,Boxing,Boxing,"MURUNGA, Richard (Tiger)",KEN,Men,63.5 - 67KG (Welterweight),Bronze
13113,1972,Munich,Boxing,Boxing,"VALDEZ, John (Jesse)",USA,Men,63.5 - 67KG (Welterweight),Bronze
13114,1972,Munich,Boxing,Boxing,"CORREA VAILLANT, Emilio",CUB,Men,63.5 - 67KG (Welterweight),Gold
13115,1972,Munich,Boxing,Boxing,"KAJDI, Janos",HUN,Men,63.5 - 67KG (Welterweight),Silver
13116,1972,Munich,Boxing,Boxing,"MINTER, Alan",GBR,Men,67 - 71KG (Light-Middleweight),Bronze
13117,1972,Munich,Boxing,Boxing,"TIEPOLD, Peter",GDR,Men,67 - 71KG (Light-Middleweight),Bronze
13118,1972,Munich,Boxing,Boxing,"KOTTYSCH, Dieter",FRG,Men,67 - 71KG (Light-Middleweight),Gold
13119,1972,Munich,Boxing,Boxing,"RUDKOWSKI, Wieslaw",POL,Men,67 - 71KG (Light-Middleweight),Silver
13120,1972,Munich,Boxing,Boxing,"AMARTEY, Prince",GHA,Men,71-75KG,Bronze
13121,1972,Munich,Boxing,Boxing,"JOHNSON, Marvin L.",USA,Men,71-75KG,Bronze
13122,1972,Munich,Boxing,Boxing,"LEMECHEW, Viacheslav",URS,Men,71-75KG,Gold
13123,1972,Munich,Boxing,Boxing,"VIRTANEN, Reima Valdemar",FIN,Men,71-75KG,Silver
13124,1972,Munich,Boxing,Boxing,"GORTAT, Janusz",POL,Men,75 - 81KG (Light-Heavyweight),Bronze
13125,1972,Munich,Boxing,Boxing,"IKHOURIA, Isaac",NGR,Men,75 - 81KG (Light-Heavyweight),Bronze
13126,1972,Munich,Boxing,Boxing,"PARLOV, Mate",YUG,Men,75 - 81KG (Light-Heavyweight),Gold
13127,1972,Munich,Boxing,Boxing,"CARRILLO QUESADA, Gilberto",CUB,Men,75 - 81KG (Light-Heavyweight),Silver
13128,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"LEWE, Detlef",FRG,Men,C-1 1000M (Canoe Single),Bronze
13129,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"PATZAICHIN, Ivan",ROU,Men,C-1 1000M (Canoe Single),Gold
13130,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"WICHMANN, Tamas",HUN,Men,C-1 1000M (Canoe Single),Silver
13131,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"BURTCHIN, Ivan",BUL,Men,C-2 1000M (Canoe Double),Bronze
13132,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"DAMIANOV, Fedia",BUL,Men,C-2 1000M (Canoe Double),Bronze
13133,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"CHESSYUNAS, Vladislavas",URS,Men,C-2 1000M (Canoe Double),Gold
13134,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"LOBANOV, Yuri",URS,Men,C-2 1000M (Canoe Double),Gold
13135,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"COVALIOV, Serghei",ROU,Men,C-2 1000M (Canoe Double),Silver
13136,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"PATZAICHIN, Ivan",ROU,Men,C-2 1000M (Canoe Double),Silver
13137,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"CSAPO, Geza",HUN,Men,K-1 1000M (Kayak Single),Bronze
13138,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"SHAPARENKO, Aleksandr",URS,Men,K-1 1000M (Kayak Single),Gold
13139,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"PETERSON, Rolf",SWE,Men,K-1 1000M (Kayak Single),Silver
13143,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"PISZCZ, Rafal Maciej",POL,Men,K-2 1000M (Kayak Double),Bronze
13144,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"SZUSZKIEWICZ, Wladyslaw",POL,Men,K-2 1000M (Kayak Double),Bronze
13145,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"GORBACHEV, Nikolai",URS,Men,K-2 1000M (Kayak Double),Gold
13146,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"KRATASYUK, Viktor",URS,Men,K-2 1000M (Kayak Double),Gold
13147,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"DEME, Jozsef",HUN,Men,K-2 1000M (Kayak Double),Silver
13148,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"RATKAI, Janos",HUN,Men,K-2 1000M (Kayak Double),Silver
13155,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"AMUNDSEN, Steinar",NOR,Men,K-4 1000M (Kayak Four),Bronze
13156,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"BERGER, Tore",NOR,Men,K-4 1000M (Kayak Four),Bronze
13157,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"JOHANSEN, Jan",NOR,Men,K-4 1000M (Kayak Four),Bronze
13158,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"SÖBY, Egil Wike",NOR,Men,K-4 1000M (Kayak Four),Bronze
13159,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"DIDENKO, Valeri",URS,Men,K-4 1000M (Kayak Four),Gold
13160,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"FILATOV, Yuri",URS,Men,K-4 1000M (Kayak Four),Gold
13161,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"MOROZOV, Vladimir",URS,Men,K-4 1000M (Kayak Four),Gold
13162,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"STETSENKO, Yuri",URS,Men,K-4 1000M (Kayak Four),Gold
13163,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"SCIOTNIC, Atanase",ROU,Men,K-4 1000M (Kayak Four),Silver
13164,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"VARTOLOMEU, Roman",ROU,Men,K-4 1000M (Kayak Four),Silver
13165,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"VERNESCU, Aurel",ROU,Men,K-4 1000M (Kayak Four),Silver
13166,1972,Munich,Canoe / Kayak,Canoe / Kayak F,"ZAFIU, Mihai",ROU,Men,K-4 1000M (Kayak Four),Silver
13167,1972,Munich,Canoe / Kayak,Canoe / Kayak S,"MCEWAN, James Patrick",USA,Men,C-1 (Canoe Single),Bronze
13168,1972,Munich,Canoe / Kayak,Canoe / Kayak S,"EIBEN, Reinhard",GDR,Men,C-1 (Canoe Single),Gold
13169,1972,Munich,Canoe / Kayak,Canoe / Kayak S,"KAUDER, Reinhold",FRG,Men,C-1 (Canoe Single),Silver
13170,1972,Munich,Canoe / Kayak,Canoe / Kayak S,"OLRY, Jean-Claude",FRA,Men,C-2 (Canoe Double),Bronze
13171,1972,Munich,Canoe / Kayak,Canoe / Kayak S,"OLRY, Jean-Louis",FRA,Men,C-2 (Canoe Double),Bronze
